,userNickname,title,formattedDate,text,isRecommended,rating,badges,positiveFeedbackCount,negativeFeedbackCount
163,Karem,IN LOVE WITH MY SL 72,"June 3, 2025",BEAUTIFUL AND COMFORTABLE SHOES. HAD TO DOWN 1/2 SIZE TO FIT BETTER,True,5,['IncentivizedReview'],1,0
164,Ilashka,Best purchase ever.,"June 3, 2025","Its really perfect one. Im in love,Best purchase ever.",True,5,"['VerifiedPurchaser', 'IncentivizedReview']",0,0
165,Sydney4ever,Beautiful shoes but not a fan of the nylon uppers,"June 3, 2025","The shoes are absolutely stunning!! The color combination is simply gorgeous. If you are a fan of the retro color combination and care less about the comfort level, get them.   Now, let’s talk about the downsides. The sizing is off. I’m usually a w7.5 (on a slightly loose end), but these are way too long!! The width is narrower than the original Samba. The top of the tongue is really stiff, making it very uncomfortable to walk. Also, the nylon upper looks a little cheap and does not hold the shape of the shoes as good as the leather. You’ll see in the photo that the shape seems a little collapsed/wrinkly at the nylon area (the front maroon area).  So, I returned the 7.5 and ordered a size 7. The size 7 fits much better and is more comfortable. I haven’t walked around with them to see if the top of the tongue hurts the back of my feet. I hope they won’t because I truly like the design and color.",True,4,[],4,0
166,Tbone50,"Love the shoes, love the style and love the color.","June 3, 2025","Love the shoes, love the style and love the color.",True,5,[],1,0
167,scarlet,good fit for an old foot.,"June 3, 2025","The color is good. Satin green with orange stripes, yellow laces and some yellow in the sole of the shoe,",True,5,['IncentivizedReview'],0,0
168,AGfromTX,Great pop of color,"June 2, 2025",I’m a women size 8 these run a little big but they’re cute and comfy so I don’t care just sock up :),True,5,['IncentivizedReview'],0,0
169,undefined,Blue Velvet,"June 2, 2025",Didn’t realize these were blue velvet-y. Even better! I’m a 72 collector so pleased as punch to add these to the stash.,True,5,['IncentivizedReview'],0,0
170,Aileen,Looks great and super comfy,"June 2, 2025",Comfy and stylish Runs big so size down Really looks great with many outfits,True,5,['IncentivizedReview'],0,0
171,Adidaslover,"Sporty, retro and fashionable all in one!","June 2, 2025",Absolutely love this color way and design- such a great combo! Can wear with athletic-casual wear or sporty leggings… comfort for being on your feet keeping the retro feel of Adidas!,True,5,[],0,0
172,SDSD,Great shoe!,"June 1, 2025",I ordered a 1/2 size down and love this shoe.  I've gotten many compliments. Comfy and stylish!,True,5,['IncentivizedReview'],0,0
173,Adry,Very good very good very good very good very good,"June 1, 2025",All this is ok all this is ok all this is ok all this is ok,True,5,[],0,0
174,Slnybs,So stylish,"June 1, 2025",A stylish yet sporty shoe suitable for everyday use everywhere.”,True,5,[],0,0
175,Kerryk,My best buy thus far,"June 1, 2025",Didn't plan on it but ended up hiking in this shoe. It was unbelievably comfortable. It fit true to size and I'll be definitely getting another color!,True,5,['IncentivizedReview'],0,0
176,L2G2,Love the color!,"June 1, 2025","Runs big. Next time, I will order them 1/2 size smaller",True,5,[],0,0
177,Kay7,Good color,"May 31, 2025",The color is the same picture. The sizing is not true to size,True,4,[],0,0
178,Uncomfortable,Great navy!,"May 31, 2025",Great navy option! Sizing is slightly large. I’m normally a men’s 6 women’s 7.5. Ordered the 7 women’s which was perfect. I wish the tongue was more secure. Support is decent. Definitely more fashion than function. Not an all day walking shoe.,True,5,['IncentivizedReview'],0,0
179,lisameve,2nd pair of SL72s. Love the yellow and comfy soles,"May 31, 2025",My 2nd pair of SL 72s and they are so comfortable. Love my Sambas and  Gazelles but I can walk all day in these. plus the yellow and mesh are CUTE!,True,5,[],1,0
180,Georgia,Must have,"May 31, 2025","A closet Must have! Gorgeous, wear with anything! Compliments galore!",True,5,['IncentivizedReview'],1,0
181,Tina1913,I love these!,"May 30, 2025",These shoes are beautiful! They are also comfortable,True,5,['IncentivizedReview'],1,0
182,Mira05,Super comfy and stylish,"May 29, 2025","I love the colour, I can wear them with anything from dresses to jeans. Great quality and super comfy. Personally I found them slightly large. I’m usually an 8 but I sized down to a 7.5. I’m looking at getting them in another colour",True,5,[],1,0
183,Anjie,Love the woven design on the sides,"May 29, 2025","Comfortable and true to size. With brown being so trendy at the moment, but still a classic style you can wear for years.",True,5,['IncentivizedReview'],0,0
184,Nick,I love them so much,"May 29, 2025","Amazing sneakers, I love them so much. Perfect fit.",True,5,[],1,0
185,NJack,Super Cute!!,"May 28, 2025","Love this sneaker! I've only worn them 2 times & they're a lil big BUT I refuse to send them back. Caught them on sale & they're out of stock. Worse case, if they continue to stretch, I'll give them to one of my loved ones.",True,4,['IncentivizedReview'],1,0
186,MelC,Beautiful design with uncompromising comfort,"May 28, 2025",Very comfortable from day one and stylish. I sized down half a size.,True,5,[],1,0
187,Meesha,Too long,"May 28, 2025",Ordered true to size. They’re quite cute. The foot opening was longer than I’ve experienced before. . Attempted to return them. 14 day return window included a holiday so drop off locations included holiday scheduling. Missed the window.,False,4,[],1,0
188,JustyP,V cute. Easy purchase!,"May 28, 2025",love these so much. much more comf than Samba or Gazelle! v cute color combo!,True,5,[],1,0
189,Emilio,good quality and material. comfortable,"May 28, 2025","comfy, soft, good quality and good price. I purchased 3 colors!",True,5,[],1,0
190,Jessy,Excellent material,"May 28, 2025",I loved the material and it's so comfortable and light,True,4,['IncentivizedReview'],1,0
191,AK47,Fashion in feet personified!,"May 28, 2025",I've received so many compliments on these. About to order a new pair!,True,5,[],1,0
192,mafe,I love these shoes but they run too large,"May 27, 2025","I bought my size 8.5W but these shoes are like 1.5cm bigger, they definitely run large",True,4,[],4,0
193,vicA,What is with the tongue,"May 27, 2025",Ordered size 9 as recommended for my 9/9.5 N feet - Surprised at how well the width fit my foot but that tongue - what is with the long stiff tongue very uncomfortable- sorry to have to return this good looking shoe.,True,4,[],1,0
194,Tedd,Beautiful color combo,"May 27, 2025",Beautiful color combination. I’m usually a women’s size 7 and went down to women’s size 6 and it fits great.,True,5,['IncentivizedReview'],2,0
195,Ali32,One of the best purchases ever. I cannot say enoug,"May 27, 2025",Looks fabulous on persons with narrow feet. I have bought 6 pairs because I love how good they look!,True,5,['IncentivizedReview'],1,0
196,Happy67,Very satisfied with this purchase.,"May 27, 2025","Fits perfectly, very comfortable shoes. I would buy them again.",True,5,[],1,0
197,dw704,Shipping and processing was too slow.,"May 27, 2025","The shoes are fine, but the exchange for a new pair took entirely too long for a major company like Adidas.",True,3,['IncentivizedReview'],1,0
198,Stomo68,Great and pretty.,"May 26, 2025",Really cute! My feet are fine.  I had to return my first pair-shoes are long but 1/2 size smaller was fine.,True,5,['IncentivizedReview'],1,0
199,EA217,Love them,"May 26, 2025",Very comfortable took them to work was on feet 8hrs,True,5,['IncentivizedReview'],1,0
200,MTMT,Too big,"May 26, 2025","I am always size 8.5 and ordered this online, same size, but it fits like 1 extra number.",True,3,[],2,0
201,Alecastro,Gorgeous,"May 25, 2025","Beautiful sneakers, comfortable, and modern. They are what I expected!",True,5,['IncentivizedReview'],2,0
202,DD21,Great shoe,"May 25, 2025","Very comfortable, stylish and comes in a lot of colors!",True,5,['IncentivizedReview'],2,0
203,Kris,Best shoe ever,"May 25, 2025",Great shoe very comfortable and I can wear it with almost anything,True,5,"['VerifiedPurchaser', 'IncentivizedReview']",2,0
204,Kevhadj,Perfect,"May 25, 2025",Perfect fit and a very nice shoe …………………………………………….,True,5,[],2,0
205,Wilk,All day i dream avout sports,"May 25, 2025",It is a gift and if nothing else I like it. Adidas is the best.,True,5,['IncentivizedReview'],1,0
206,Jenn,color is stunning,"May 25, 2025",This is the only pair of shoes I brought for a 7 day trip. Super comfortable. No need to break in. Best walking shoes I have.,True,5,['IncentivizedReview'],2,0
207,Tinatinita,Great stylish shoe,"May 24, 2025","Great shoe. Love the colours. I would recommend size down half a size. I’m usually an 8 and bought a 7, but would have been more comfortable if it was 7 1/2",True,5,['IncentivizedReview'],2,0
208,MDK123,Perfectly Pretty!,"May 24, 2025",These sneakers have the perfect balance of Feminine and Adidas! The Green & Floral can be your new Neutral! I do however find that although comfortable (IMO) they're not as supportive as Ultraboost ( which I'm accustomed too). If this line OG SL added a bit more support (arch etc...) I think Adidas would have a Solid winner!,True,5,[],2,0
209,Aidanka,Comfortable shoes,"May 24, 2025",Comfortable shoes and easy to wear for everyone  Great,True,5,[],0,0
210,Adifan,STYLISH & BEAUTIFUL!,"May 23, 2025",I just got mine today! And I can't wait to use them for summer! I'm obsessed with it. The color green is just so beautiful! I am so satisfied with my purchase,True,5,[],0,0
211,Glcdd,very confortables,"May 23, 2025","great shoes very confortbles and well made, they are soft wince the first used",True,5,['IncentivizedReview'],0,0
212,LM125,Worth it.,"May 23, 2025","LOVE the SL 72 OG shoes! These are my second pair, they are so comfortable. I wear them with jeans and casual weekend wear, very versatile. The blue in the shoes is gorgeous. I received numerous compliments on these.",True,5,['IncentivizedReview'],0,0
213,EZdoesit,Bold print + color = chef’s kiss,"May 23, 2025",Show stopper! These were a great addition to my collection. The detail of the print coupled with the pop in the strings is simply beautiful!  Oh and comfort is on point too!,True,5,['IncentivizedReview'],0,0
214,KDubb,Too Big,"May 22, 2025",I absolutely loved the look of these shoes but they fit really big. I tend to be a 5.5/6 and got the 6. They were at least an inch too long and fit more like a 7.,True,3,[],0,0
215,Nelly,Trendy and comfy!,"May 22, 2025",Comfortable and stylish! Love the colour options! Will definitely purchase more colours,True,5,[],0,0
216,Lulu,Bright and fun purchase!,"May 22, 2025",Very comfortable lightweight and bright shoe. I love how it shines and adds character to my scrubs!,True,5,['IncentivizedReview'],0,0
217,Lachasitity,"Love the fit, color and comfort.","May 22, 2025",I love this color and can’t wait to pair them with different things from adidas of course,True,5,[],0,0
218,Born2buy,Second pair,"May 22, 2025",I really like the sleek style of this sneaker it work really well with the slim width of my foot there are so many colors to chose,True,5,['top500'],0,0
219,Claire,Very pleased,"May 21, 2025",The color pops look just like the picture. You can dress them up or down,True,5,['IncentivizedReview'],0,0
220,VCheysuga,All round great look,"May 21, 2025","Stylish.  Beautiful shoes, lush quality material, color combo.  Streamlined look, a bit stiff in the foot bed (not the pillowy feel).  Wearing first time in London, walking very long distances.  Probably more suited to all day wear vs all day walking.  Purchased a 9 based on Taekwondo fit (my normal 8.5 was snug).  Should have gone 8.5 here.",True,4,"['VerifiedPurchaser', 'IncentivizedReview']",1,0
